'	3436|3438|3445|3446
''	3445
'60s	3438
'70s	3438|3441
'74	3438
'Bewildered'	3438
'Futures	3444
'G'	3445
'Hoppus	3442
'I	3438
'Pee	3438
'Please	3438
'That	3436
'Uomini	3436
'a'	3445
'c'	3445
'clave	3438
'dg'	3445
'e'	3445
'eternalism'	3443
'funk'	3438
'funky'	3438
'g'	3445
'gh'	3445
'give	3438
'gl'	3445
'gli'	3445
'gn'	3445
'growing	3443
'i'	3445
'j'	3445
'k'	3445
'ng'	3445
'ny'	3445
'offbeat	3438
'people's	3449
'pin'	3437
'play	3438
's	3446
'space'	3445
'species'	3437|3452
'stomp'	3438
'sugar'	3437
'toxic	3437
'worked	3438
'y'	3445
'z'	3445
-	3434|3435|3436|3437|3438|3439|3440|3441|3442|3443|3444|3445|3446|3447|3448|3449|3450|3451|3452
-1	3437
-L	3443
-O	3444
-amanitin	3452
-aminoadipate	3437
-ji	3435
-lactam	3437
0	3434|3437|3449|3451|3452
0-07-054234-1	3434
0-12-509551-1	3437
0-13-183364-2	3435
0-13-188247-3	3436
0-13-651589-4	3437
0-14-013756-4	3435
0-14-056108-0	3435
0-14-056110-2	3435
0-19-284279-X	3435
0-19-507139-5	3435
0-19-517234-5	3437
0-19-814386-9	3435
0-226-03437-2	3435
0-226-06457-3	3435
0-295-96480-4	3437|3452
0-300-05325-8	3435
0-300-06906-5	3435
0-300-07404-2	3435
0-300-08249-5	3437
0-304-52257-0	3437
0-306-46158-7	3435
0-312-13499-1	3438
0-387-16641-6	3452
0-415-06512-7	3435
0-415-25889-8	3435
0-415-96919-0	3438
0-471-52229-5	3437
0-472-03137-6	3435
0-472-85599-9	3452
0-500-27065-1	3435
0-500-27722-2	3435
0-520-01844-3	3435
0-520-03656-5	3437|3452
0-521-11295-8	3437
0-521-20939-0	3435
0-521-22355-5	3435
0-521-22717-8	3435
0-521-30899-2	3437
0-521-36849-9	3436
0-521-43980-9	3437
0-521-47683-6	3435
0-521-63447-4	3446
0-521-85889-5	3435
0-571-21909-8	3436
0-595-29565-7	3438
0-631-20115-7	3435
0-674-00376-4	3435
0-674-01517-7	3435
0-674-04656-0	3435
0-674-61576-X	3435
0-7006-0571-1	3452
0-7102-1370-0	3435
0-7112-2384-X	3435
0-7134-7336-3	3435
0-7195-3971-4	3435
0-7234-1576-5	3452
0-7506-2267-9	3435
0-7546-0693-7	3435
0-7627-3109-5	3452
0-7637-0067-3	3437
0-7748-0930-2	3435
0-7914-3553-9	3444
0-7914-7157-8	3435
0-7923-4981-4	3437
0-8006-0761-9	3435
0-8018-5507-1	3435
0-8018-8323-7	3436
0-8020-5307-6	3437
0-8047-4263-4	3435
0-8061-3542-5	3435
0-8109-3919-3	3436
