-	1817|1818|1819|1820|1821|1822|1823|1824|1825|1826|1827|1828|1829|1830|1831|1832|1833|1834|1835|1836
-fa	1832
-related	1833
0	1823|1829|1834
01	1834
02	1822|1830
04	1825|1828
05	1835
06	1833
08	1833|1836
09	1817
1	1817|1821|1823|1824|1826|1827|1828|1829|1830|1832|1834|1835|1836
10	1824|1828|1829|1832|1836
102	1826
104	1823
105	1829|1836
106	1822|1832
108	1834
109	1832
11	1823|1824|1825|1826|1828|1829|1830|1832|1833
110	1830|1836
111	1832
114	1833
115	1827
12	1820|1823|1825|1828|1829|1830|1832|1833
121	1832
125	1823
12th	1834
13	1818|1822|1827|1828|1832
130	1830
134	1826
137	1822
14	1821|1826|1828|1830|1831|1832
142	1832
147	1823
15	1817|1827|1829|1832|1835|1836
151	1822
152	1830|1832
1539	1822
157	1832
158	1830|1832
16	1821|1827|1828|1829|1832
160	1830
167	1832|1836
17	1820|1830|1831|1832|1833|1836
173	1824
1759	1821
178	1823
18	1817|1818|1821|1824|1828|1829|1833
1833	1823
184	1832
185	1836
1892	1833
1898	1834
19	1817|1819|1825|1826|1827|1830
1915	1833
1925	1823
1949	1823
1959	1833
197	1836
1978	1823
198	1829
1985	1833
19th-century	1830
2	1817|1821|1822|1823|1824|1826|1827|1828|1829|1830|1832|1833|1834|1835|1836
20	1819|1821|1824|1827|1828|1832|1834|1835
200	1821|1822|1823|1829|1834
2000	1825
2003	1822
2004	1825
2005	1833
2007	1830|1834
2008	1825|1834
2009	1834
201	1833
2010	1825|1834
2011	1825|1826|1833|1834
2012	1818|1819|1822|1823|1824|1825|1827|1830|1833|1834|1836
2013	1817|1820|1821|1828|1829|1831|1832|1834|1835
204	1824
21	1826|1828|1832
217	1832
22	1823|1825|1826|1828|1831|1832|1833|1836
222	1823
224	1833
23	1824|1827|1832|1836
24	1823|1832
241	1832
244	1834
246	1823
25	1826|1832|1836
253	1825
254	1829
2562	1834
26	1830|1836
260	1822
264	1823
27	1823|1824|1828|1832|1836
28	1832
29	1830|1833|1834|1835
3	1821|1826|1827|1828|1829|1830|1831|1832|1834|1836
3-2	1834
30	1825
31	1818|1824|1829|1830|1832
32	1821|1829|1830|1832|1833|1836
33	1828|1832|1836
336	1823
337	1821
34	1821|1830
341	1823
35	1832|1833
36	1828
360	1834
362	1821
364	1823
367	1823
37	1828|1829
39	1818|1819
398	1832
3D	1829|1834|1836
3Krazy	1834
4	1818|1820|1821|1823|1824|1825|1826|1828|1830|1831|1832|1833|1834|1835|1836
40	1821|1822|1829|1830|1834
41	1832|1833
414852566	1826
42	1836
422	1823
43	1820|1833
432	1821
436	1833
445	1834
45	1821
46	1830
47	1817
48	1830|1832
49	1829|1830|1836
4th	1834
5	1817|1822|1825|1827|1828|1829|1830|1832|1834
50	1830|1834
51	1823
517953939	1827
519144969	1825
52	1832
520869869	1836
521299060	1830
521796120	1833
522057443	1819
522751532	1822
529964352	1823
53	1823|1836
530595249	1824
530644955	1818
531657025	1829
533885293	1817
533934184	1834
533961509	1835
534036581	1821
535153888	1832
536505232	1820
537407381	1831
537923701	1828
54	1825|1831|1833
541	1822|1823
55	1830
56	1823|1830|1836
59	1818|1836
597	1823
6	1823|1824|1826|1827|1828|1829|1830|1831|1832|1833|1834|1836
60	1823|1834
607	1834
61511	1836
622	1823
63	1821|1833
64	1821
65	1823
66	1828
666	1823
69	1821|1832
7	1817|1822|1823|1824|1828|1829|1830|1832|1833|1834|1835|1836
70	1830|1836
71	1830|1833
73	1825|1829
74	1821|1822
76	1831|1832
77	1822
78	1832
8	1817|1819|1828|1829|1830|1832|1834|1836
82	1821|1824|1832
83	1823
84	1836
844	1822
876	1833
88	1823
88-Keys	1834
9	1823|1825|1826|1828|1831|1832|1833|1834
90	1828|1834
91	1825|1836
92	1830|1835
93	1829
97	1821
99	1823|1836
9ice	1834
9th	1834
A	1817|1818|1821|1822|1823|1824|1825|1827|1828|1829|1830|1831|1832|1833|1834|1835|1836
A'asa	1834
A'etonu	1834
A-Lee	1834
A-Lin	1834
A-Love	1834
A-Trak	1834
A-do	1834
AB	1836
AGO	1836
AMPAS	1830
ANSI	1836
AS	1836
Aa	1834
Aab	1834
Aabech	1834
Aaberg	1834
Aabrekk	1834
Aabroo	1834
Aabye	1834
Aacharya	1834
Aackerlund	1834
Aadahl	1834
Aadan	1834
Aadhi	1834
Aadland	1834
Aadli	1834
Aadnevik	1834
Aaen	1834
Aafjes	1834
Aaftink	1834
Aagaard	1834
Aagaard-Nilsen	1834
Aagard	1834
Aage	1834
Aaish	1834
Aaitui	1834
Aaker	1834
Aakvaag	1834
Aalam	1834
Aaland	1834
Aalbers	1834
Aalda	1834
Aalen	1834
Aalfs	1834
Aali	1834
Aalien	1834
Aaliyan	1834
Aalst	1834
